"","ID","PropertyDetails.PropertyAddress","PropertyDetails.PostalAddressForThisAssessment"
"6862",312787,"52B Shetland Street Dunedin","52B Shetland Street Dunedin 9010"
"6863",312788,"50 Shetland Street Dunedin","46 Beresford Street Dunedin 9010"
"6864",312789,"48 Shetland Street Dunedin","48 Shetland Street Dunedin 9010"
"6865",312790,"46 Shetland Street Dunedin","46 Shetland Street Dunedin 9010"
"6866",312791,"44 Shetland Street Dunedin","44 Shetland Street Dunedin 9010"
"6867",312792,"42 Shetland Street Dunedin","Jim and Jo Stodart Family Trust 42 Shetland Street Dunedin 9010"
"6868",312793,"40 Shetland Street Dunedin","23 Heathfield Drive Mosgiel 9024"
"6869",312795,"34 Shetland Street Dunedin",NA
"6870",312797,"24 Shetland Street Dunedin","PO Box 2224 South Dunedin Dunedin 9044"
"6871",312798,"22 Shetland Street Dunedin","PO Box 8123 Gardens Dunedin 9041"
"6872",312799,"20 Shetland Street Dunedin","20 Shetland Street Dunedin 9010"
"6873",312800,"18 Shetland Street Dunedin","18 Shetland Street Dunedin 9010"
"6874",312801,"16 Shetland Street Dunedin","16 Shetland Street Dunedin 9010"
"6875",312802,"15 Mardale Street Dunedin","15 Mardale Street Dunedin 9010"
"6876",312803,"19 Mardale Street Dunedin","19 Mardale Street Dunedin 9010"
"6877",312804,"23 Mardale Street Dunedin","23 Mardale Street Dunedin 9010"
"6878",312805,"30 Oban Street Dunedin","R L Hopkins Family Trust 25 Rata Street RD 1 Balclutha 9271"
"6879",312806,"22 Mardale Street Dunedin","22 Mardale Street Dunedin 9010"
"6880",312807,"32 Oban Street Dunedin","32 Oban Street Dunedin 9010"
"6881",312808,"4 Shetland Street Dunedin","G West Trust PO Box 5547 Moray Place Dunedin 9058"
"6882",312809,"85 Walton Street Dunedin","1 Butchers Point Road RD 2 Alexandra 9392"
"6883",312810,"28 Oban Street Dunedin","25 Drivers Road Dunedin 9010"
"6884",312811,"26 Oban Street Dunedin","PO Box 109061 Newmarket Auckland 1149"
"6885",312812,"24 Oban Street Dunedin","PO Box 5939 Moray Place Dunedin 9058"
"6886",312813,"22 Oban Street Dunedin",NA
"6887",312814,"20 Oban Street Dunedin","20 Oban Street Dunedin 9010"
"6888",312815,"18A Oban Street Dunedin","18A Oban Street Dunedin 9010"
"6889",312816,"18 Oban Street Dunedin","PO Box 6496 Dunedin North Dunedin 9059"
"6890",312817,"16 Oban Street Dunedin","16 Oban Street Dunedin 9010"
"6891",312818,"14 Oban Street Dunedin","14 Oban Street Dunedin 9010"
"6892",312819,"14A Oban Street Dunedin","16 Oban Street Dunedin 9010"
"6893",312823,"409 Highgate Dunedin","409 Highgate Dunedin 9010"
"6894",312825,"399 Highgate Dunedin","Columba College Private Bag 1911 Dunedin 9054"
"6895",312827,"399 Highgate Dunedin","Columba College Private Bag 1911 Dunedin 9054"
"6896",312828,"9 Oban Street Dunedin","Columba College Private Bag 1911 Dunedin 9054"
"6897",312832,"11 Oban Street Dunedin","C/O Trustees of Inverleith Trust 11 Oban Street Dunedin 9010"
"6898",312833,"13 Oban Street Dunedin","13 Oban Street Dunedin 9010"
"6899",312834,"15 Oban Street Dunedin",NA
"6900",312835,"17 Oban Street Dunedin","17 Oban Street Dunedin 9010"
"6901",312836,"86 Walton Street Dunedin","40 Marion Street Macandrew Bay Dunedin 9014"
"6902",312837,"84 Walton Street Dunedin","84 Walton Street Dunedin 9010"
"6903",312838,"82 Walton Street Dunedin","PO Box 5521 Moray Place Dunedin 9058"
"6904",312839,"80 Walton Street Dunedin","80 Walton Street Dunedin 9010"
"6905",312840,"78 Walton Street Dunedin","41 Ritchie Road RD 4 Whangarei 0174"
"6906",312841,"76 Walton Street Dunedin","34 Hawthorn Avenue Dunedin 9011"
"6907",312842,"74 Walton Street Dunedin","74 Walton Street Dunedin 9010"
"6908",312843,"72 Walton Street Dunedin","72 Walton Street Dunedin 9010"
"6909",312844,"70A Walton Street Dunedin","292 Helensburgh Road Dunedin 9010"
"6910",312845,"70B Walton Street Dunedin","47 Sunbury Street Dunedin 9013"
"6911",312846,"68 Walton Street Dunedin","68 Walton Street Dunedin 9010"
"6912",312847,"66 Walton Street Dunedin","68 Walton Street Dunedin 9010"
"6913",312848,"62 Walton Street Dunedin","62 Walton Street Dunedin 9010"
"6914",312849,"60 Walton Street Dunedin","60 Walton Street Dunedin 9010"
"6915",312850,"28 Wright Street Dunedin","28 Wright Street Dunedin 9010"
"6916",312851,"24 Wright Street Dunedin","24 Wright Street Dunedin 9010"
"6917",312852,"16 Wright Street Dunedin","37 Tyne Street Dunedin 9010"
"6918",312853,"37 Tyne Street Dunedin","37 Tyne Street Dunedin 9010"
"6919",312854,"39 Tyne Street Dunedin","Morgray Trust 39 Tyne Street Dunedin 9010"
"6920",312855,"41 Tyne Street Dunedin",NA
"6921",312856,"43 Tyne Street Dunedin","43 Tyne Street Dunedin 9010"
"6922",312857,"45 Tyne Street Dunedin","55 Highgate Dunedin 9011"
"6923",312858,"47 Tyne Street Dunedin","S J and L M MacBeth Family Trust 47 Tyne Street Dunedin 9010"
"6924",312859,"49 Tyne Street Dunedin","41 Nassington Road Hampstead London NW3 2TY UNITED KINGDOM"
"6925",312860,"51 Tyne Street Dunedin","51 Tyne Street Dunedin 9010"
"6926",312861,"53 Tyne Street Dunedin","53 Tyne Street Dunedin 9010"
"6927",312862,"55 Tyne Street Dunedin","417 Moray Place Dunedin 9016"
"6928",312863,"57 Tyne Street Dunedin","57 Tyne Street Dunedin 9010"
"6929",312867,"333 Highgate Dunedin","PO Box 2152 South Dunedin Dunedin 9044"
"6930",312869,"335 Highgate Dunedin","PO Box 5068 Moray Place Dunedin 9058"
"6931",312870,"339 Highgate Dunedin","Ng Family Trust 339 Highgate Dunedin 9010"
"6932",312871,"343 Highgate Dunedin","PO Box 69 Alexandra 9340"
"6933",312872,"351 Highgate Dunedin","351 Highgate Dunedin 9010"
"6934",312876,"361 Highgate Dunedin",NA
"6935",312877,"27 Wright Street Dunedin","27 Wright Street Dunedin 9010"
"6936",312878,"29 Wright Street Dunedin","29 Wright Street Dunedin 9010"
"6937",312879,"31 Wright Street Dunedin","31 Wright Street Dunedin 9010"
"6938",312880,"56 Walton Street Dunedin","369 Stuart Street Dunedin 9010"
"6939",312881,"54 Walton Street Dunedin","C/O Lou Luff Trust 62 Stepney Avenue RD 2 Dunedin 9077"
"6940",312882,"48 Walton Street Dunedin","48 Walton Street Dunedin 9010"
"6941",312883,"46A Walton Street Dunedin","The Sanctuary Trust 4 Amesbury Drive Churton Park Wellington 6037"
"6942",312884,"46 Walton Street Dunedin","24 Cardigan Street Dunedin 9010"
"6943",312885,"44 Walton Street Dunedin","44 Walton Street Dunedin 9010"
"6944",312886,"42 Walton Street Dunedin","42 Walton Street Dunedin 9010"
"6945",312887,"40 Walton Street Dunedin","40 Walton Street Dunedin 9010"
"6946",312888,"38 Walton Street Dunedin","264 Highgate Dunedin 9010"
"6947",312889,"36 Walton Street Dunedin","36 Walton Street Dunedin 9010"
"6948",312890,"34 Walton Street Dunedin","135A Hagart-Alexander Drive Mosgiel 9024"
"6949",312891,"32 Walton Street Dunedin","32 Walton Street Dunedin 9010"
"6950",312892,"34 School Street Dunedin","Staple Grove 554 Waimea West Road RD 1 Brightwater 7091"
"6951",312893,"30 School Street Dunedin","30 School Street Dunedin 9010"
"6952",312894,"26 School Street Dunedin","53 Shetland Street Dunedin 9010"
"6953",312895,"5 Tyne Street Dunedin","S M Morgan Investment Trust 7/7 Patterson Street Sandringham Auckland 1041"
"6954",312896,"7B Tyne Street Dunedin","10 Chambers Street RD 140 Oamaru 9495"
"6955",312897,"9 Tyne Street Dunedin","9 Tyne Street Dunedin 9010"
"6956",312898,"11 Tyne Street Dunedin","11 Tyne Street Dunedin 9010"
"6957",312899,"15 Tyne Street Dunedin","Roxborogh Trust PO Box 8124 Gardens Dunedin 9041"
"6958",312900,"17 Tyne Street Dunedin","13 Riverside Road Frankton Queenstown 9300"
"6959",312901,"19 Tyne Street Dunedin","13 Riverside Road Frankton Queenstown 9300"
"6960",312902,"21 Tyne Street Dunedin","PO Box 2489 South Dunedin Dunedin 9044"
"6961",312903,"23 Tyne Street Dunedin","23 Tyne Street Dunedin 9010"
"6962",312904,"25 Tyne Street Dunedin","25 Tyne Street Dunedin 9010"
"6963",312905,"29 Tyne Street Dunedin","PO Box 5138 Moray Place Dunedin 9058"
"6964",312906,"27 Tyne Street Dunedin","27 Tyne Street Dunedin 9010"
"6965",312907,"31 Tyne Street Dunedin","101 Brockville Road Dunedin 9011"
"6966",312908,"35 Tyne Street Dunedin","35 Tyne Street Dunedin 9010"
"6967",312909,"1 Tyne Street Dunedin","Attention 510500 612500 Tyne Street Rect Dsub PO Box 1404 Dunedin 9054"
"6968",312910,"29 School Street Dunedin","43 Grandvista Drive Green Island Dunedin 9018"
"6969",312911,"412 Stuart Street Dunedin","412 Stuart Street Dunedin 9010"
"6970",312912,"28 Walton Street Dunedin","Cameron and Company Walton Street Trust 28 Walton Street Dunedin 9010"
"6971",312913,"420 Stuart Street Dunedin","97 Bedford Street Dunedin 9012"
"6972",312914,"24 Walton Street Dunedin","24 Walton Street Dunedin 9010"
"6973",312915,"414 Stuart Street Dunedin","Rugosa Trust 333 Ormond Road RD 5 Hastings 4175"
"6974",312916,"416 Stuart Street Dunedin","R A Burnside Family Trust 2 Didham Drive Mosgiel 9024"
"6975",312917,"18 Walton Street Dunedin","18 Walton Street Dunedin 9010"
"6976",312918,"6 Mardale Street Dunedin","6 Mardale Street Dunedin 9010"
"6977",312919,"4 Mardale Street Dunedin","4 Mardale Street Dunedin 9010"
"6978",312920,"2 Mardale Street Dunedin","2 Mardale Street Dunedin 9010"
"6979",312921,"26 Font Street Dunedin","26 Font Street Dunedin 9010"
"6980",312922,"63 Walton Street Dunedin","63 Walton Street Dunedin 9010"
"6981",312923,"61 Walton Street Dunedin","J L and G J Pigou Family Trust 20 Shulma Street Abbotsford Dunedin 9018"
"6982",312924,"67 Walton Street Dunedin","12 Littlebourne Road Dunedin 9010"
"6983",312925,"69 Walton Street Dunedin","69 Walton Street Dunedin 9010"
"6984",312926,"71 Walton Street Dunedin","71 Walton Street Dunedin 9010"
"6985",312927,"73 Walton Street Dunedin","73 Walton Street Dunedin 9010"
"6986",312928,"75 Walton Street Dunedin","PO Box 1463 Queenstown 9348"
"6987",312929,"77 Walton Street Dunedin","77 Walton Street Dunedin 9010"
"6988",312930,"3 Shetland Street Dunedin","3 Shetland Street Dunedin 9010"
"6989",312931,"81 Walton Street Dunedin","81 Walton Street Dunedin 9010"
"6990",312932,"21 Shetland Street Dunedin","21 Shetland Street Dunedin 9010"
"6991",312935,"27 Shetland Street Dunedin","34 Normanby Street Dunedin 9012"
"6992",312936,"29 Shetland Street Dunedin","29 Shetland Street Dunedin 9010"
"6993",312937,"31 Shetland Street Dunedin","43 Hereford Street Dunedin 9010"
"6994",312938,"94 Nairn Street Dunedin","456 North Road Dunedin 9010"
"6995",312939,"92 Nairn Street Dunedin","497 South Road Dunedin 9012"
"6996",312940,"88 Nairn Street Dunedin","88 Nairn Street Dunedin 9010"
"6997",312941,"86 Nairn Street Dunedin","86 Nairn Street Dunedin 9010"
"6998",312942,"84 Nairn Street Dunedin","84 Nairn Street Dunedin 9010"
"6999",312943,"82 Nairn Street Dunedin","PO Box 6312 Dunedin North Dunedin 9059"
"7000",312944,"80 Nairn Street Dunedin","80 Nairn Street Dunedin 9010"
"7001",312945,"78 Nairn Street Dunedin",NA
"7002",312946,"76 Nairn Street Dunedin","5 Bidston Street Outram 9019"
"7003",312947,"74 Nairn Street Dunedin","74 Nairn Street Dunedin 9010"
"7004",312948,"72 Nairn Street Dunedin","72 Nairn Street Dunedin 9010"
"7005",312949,"70 Nairn Street Dunedin","B E and J L Pauley Family Trust 90 Luggate-Cromwell Road RD 2 Cromwell 9384"
"7006",312950,"68 Nairn Street Dunedin","113 Cliffs Road Dunedin 9012"
"7007",312951,"66 Nairn Street Dunedin","66 Nairn Street Dunedin 9010"
"7008",312952,"64 Nairn Street Dunedin","64 Nairn Street Dunedin 9010"
"7009",312953,"58 Nairn Street Dunedin","PO Box 5045 Moray Place Dunedin 9058"
"7010",312954,"54 Nairn Street Dunedin","54 Nairn Street Dunedin 9010"
"7011",312955,"56 Nairn Street Dunedin","56 Nairn Street Dunedin 9010"
"7012",312956,"50 Nairn Street Dunedin","85 Broughton Street Gore 9710"
"7013",312957,"52 Nairn Street Dunedin",NA
"7014",312958,"62 Nairn Street Dunedin","62 Nairn Street Dunedin 9010"
"7015",312959,"60 Nairn Street Dunedin","60 Nairn Street Dunedin 9010"
"7016",312960,"60A Nairn Street Dunedin","60A Nairn Street Dunedin 9010"
"7017",312961,"48 Nairn Street Dunedin","48 Nairn Street Dunedin 9010"
"7018",312962,"46 Nairn Street Dunedin","46 Nairn Street Dunedin 9010"
"7019",312963,"44 Nairn Street Dunedin","44 Nairn Street Dunedin 9010"
"7020",312964,"42 Nairn Street Dunedin","1142 Owaka Highway RD 1 Balclutha 9271"
"7021",312966,"40 Nairn Street Dunedin","15A Otago Street Picton 7220"
"7022",312967,"66 School Street Dunedin","246 Taieri Road Dunedin 9010"
"7023",312968,"64 School Street Dunedin","64 School Street Dunedin 9010"
"7024",312969,"58 School Street Dunedin","Brad Houghton Family Trust PO Box 13110 Green Island Dunedin 9052"
"7025",312970,"56 School Street Dunedin","PO Box 5045 Moray Place Dunedin 9058"
"7026",312971,"54 School Street Dunedin","54 School Street Dunedin 9010"
"7027",312972,"52 School Street Dunedin","52 School Street Dunedin 9010"
"7028",312973,"2 Eton Street Dunedin","2 Eton Street Dunedin 9010"
"7029",312974,"4 Eton Street Dunedin","4 Eton Street Dunedin 9010"
"7030",312975,"6 Eton Street Dunedin","6 Eton Street Dunedin 9010"
"7031",312976,"48 School Street Dunedin","PO Box 5045 Moray Place Dunedin 9058"
"7032",312977,"46 School Street Dunedin","46 School Street Dunedin 9010"
"7033",312978,"44 School Street Dunedin","44 School Street Dunedin 9010"
"7034",312979,"42 School Street Dunedin","27 Highgate Dunedin 9011"
"7035",312980,"38 School Street Dunedin","38 School Street Dunedin 9010"
"7036",312981,"35 Walton Street Dunedin","35 Walton Street Dunedin 9010"
"7037",312982,"37 Walton Street Dunedin","4 Mount Street Dunedin 9010"
"7038",312983,"39 Walton Street Dunedin","344B Highgate Dunedin 9010"
"7039",312984,"41 Walton Street Dunedin","125 Centennial Avenue Dunedin 9010"
"7040",312985,"43 Walton Street Dunedin","PO Box 5683 Moray Place Dunedin 9058"
"7041",312986,"47 Walton Street Dunedin","41 Purakaunui Road RD 1 Port Chalmers 9081"
"7042",312987,"49 Walton Street Dunedin","49 Walton Street Dunedin 9010"
"7043",312988,"51 Walton Street Dunedin","51 Walton Street Dunedin 9010"
"7044",312989,"53 Walton Street Dunedin","53 Walton Street Dunedin 9010"
"7045",312990,"55 Walton Street Dunedin","PO Box 5045 Moray Place Dunedin 9058"
"7046",312991,"3 Eton Street Dunedin","3 Eton Street Dunedin 9010"
"7047",312992,"5 Eton Street Dunedin","5 Eton Street Dunedin 9010"
"7048",312993,"1 Font Street Dunedin","1 Font Street Dunedin 9010"
"7049",312994,"7 Eton Street Dunedin","W and L Palmer Trust 7 Eton Street Dunedin 9010"
"7050",312995,"5 Font Street Dunedin","1 Font Street Dunedin 9010"
"7051",312996,"7 Font Street Dunedin","7 Font Street Dunedin 9010"
"7052",312997,"9 Font Street Dunedin","9 Font Street Dunedin 9010"
"7053",312998,"11 Font Street Dunedin",NA
"7054",312999,"13 Font Street Dunedin","16 Matariki Street Broad Bay Dunedin 9014"
"7055",313000,"15 Font Street Dunedin","135A Moturata Road RD 1 Brighton 9091"
"7056",313001,"17 Font Street Dunedin","17 Font Street Dunedin 9010"
"7057",313002,"19 Font Street Dunedin","50 Reservoir Road Oamaru 9400"
"7058",313003,"21 Font Street Dunedin","21 Font Street Dunedin 9010"
"7059",313004,"25 Font Street Dunedin","25 Font Street Dunedin 9010"
"7060",313006,"29 Font Street Dunedin","2 Baxter Street Dunedin 9010"
"7061",313007,"1 Mardale Street Dunedin","1 Mardale Street Dunedin 9010"
"7062",313008,"3 Mardale Street Dunedin","3 Mardale Street Dunedin 9010"
"7063",313009,"5 Mardale Street Dunedin","5 Mardale Street Dunedin 9010"
"7064",313010,"7 Mardale Street Dunedin","7 Mardale Street Dunedin 9010"
"7065",313014,"9 Walton Street Dunedin","101 Martin Road Fairfield Dunedin 9018"
"7066",313015,"11 Walton Street Dunedin","51 Croucher Street Richmond 7020"
"7067",313016,"13 Walton Street Dunedin","53 Marion Street Macandrew Bay Dunedin 9014"
"7068",313017,"15 Walton Street Dunedin",NA
"7069",313018,"17 Walton Street Dunedin","17 Walton Street Dunedin 9010"
"7070",313019,"41 School Street Dunedin","41 School Street Dunedin 9010"
"7071",313020,"47 School Street Dunedin","47 School Street Dunedin 9010"
"7072",313021,"355 Stuart Street Dunedin","C/O School Board of Trustees PO Box 11 Dunedin 9054"
"7073",313022,"357 Stuart Street Dunedin","C/O School Board of Trustees PO Box 11 Dunedin 9054"
"7074",313023,"365 Stuart Street Dunedin","365 Stuart Street Dunedin 9010"
"7075",313024,"367 Stuart Street Dunedin","Morison and Sharples Family Trust 367 Stuart Street Dunedin 9010"
"7076",313025,"369 Stuart Street Dunedin","369 Stuart Street Dunedin 9010"
"7077",313027,"20 Strathmore Crescent Dunedin","20 Strathmore Crescent Dunedin 9010"
"7078",313030,"12 Strathmore Crescent Dunedin","12 Strathmore Crescent Dunedin 9010"
"7079",313031,"10 Strathmore Crescent Dunedin","K G and J K Bowler Family Trust 10 Strathmore Crescent Dunedin 9010"
"7080",313034,"4 Strathmore Crescent Dunedin","C/O Darling Realty Property Management PO Box 311 Dunedin 9054"
"7081",313039,"50 City Road Dunedin","C/O Darling Realty Property Management PO Box 311 Dunedin 9054"
"7082",313040,"48 City Road Dunedin","48 City Road Dunedin 9010"
"7083",313041,"46 City Road Dunedin","PO Box 2152 South Dunedin Dunedin 9044"
"7084",313042,"44 City Road Dunedin","Collins Family Trust 44 City Road Dunedin 9010"
"7085",313043,"1 Erin Street Dunedin","Singing Manu Family Trust 1 Erin Street Dunedin 9010"
"7086",313044,"5 Erin Street Dunedin","11 Heaton Rhodes Place Cashmere Christchurch 8022"
"7087",313045,"9 Erin Street Dunedin","Young Erin Trust 9 Erin Street Dunedin 9010"
"7088",313046,"15 Erin Street Dunedin","15 Erin Street Dunedin 9010"
"7089",313047,"17 Erin Street Dunedin","Alyth Trust 17 Erin Street Dunedin 9010"
"7090",313048,"19 Erin Street Dunedin","J L McCreanor Family Trust 19 Erin Street Dunedin 9010"
"7091",313049,"21A Erin Street Dunedin","PO Box 5673 Moray Place Dunedin 9058"
"7092",313050,"21 Erin Street Dunedin","PO Box 5698 Moray Place Dunedin 9058"
"7093",313051,"23 Erin Street Dunedin","23 Erin Street Dunedin 9010"
"7094",313052,"367A Stuart Street Dunedin","367A Stuart Street Dunedin 9010"
"7095",313053,"25 Erin Street Dunedin","25 Erin Street Dunedin 9010"
"7096",313054,"27 Erin Street Dunedin","27 Erin Street Dunedin 9010"
"7097",313055,"29 Erin Street Dunedin","29 Erin Street Dunedin 9010"
"7098",313056,"31 Erin Street Dunedin","31 Erin Street Dunedin 9010"
"7099",313057,"33 Erin Street Dunedin","13 Rajkot Terrace Broadmeadows Wellington 6035"
"7100",313058,"35 Erin Street Dunedin","McPherson and O&#39;Connor Family Trust 35 Erin Street Dunedin 9010"
"7101",313059,"37 Erin Street Dunedin","37 Erin Street Dunedin 9010"
"7102",313060,"73A Sligo Terrace Dunedin","35 Kilgour Street Dunedin 9010"
"7103",313061,"77 Sligo Terrace Dunedin","C/O School Board of Trustees PO Box 11 Dunedin 9054"
"7104",313062,"41 Erin Street Dunedin","41 Erin Street Dunedin 9010"
"7105",313063,"69 Sligo Terrace Dunedin","69 Sligo Terrace Dunedin 9010"
"7106",313064,"71 Sligo Terrace Dunedin","Rutledge Family Trust 71 Sligo Terrace Dunedin 9010"
"7107",313065,"73 Sligo Terrace Dunedin","73 Sligo Terrace Dunedin 9010"
"7108",313066,"75 Sligo Terrace Dunedin","151 Awa Awa Road RD 1 Upper Moutere 7173"
"7109",313067,"381 Stuart Street Dunedin","PO Box 5156 Moray Place Dunedin 9058"
"7110",313068,"379 Stuart Street Dunedin","Hughes Family Trust PO Box 7155 Mornington Dunedin 9040"
"7111",313070,"310 Highgate Dunedin","86 Taieri Mouth Road RD 1 Brighton 9091"
"7112",313071,"308 Highgate Dunedin","C/O Metro Realty Limited PO Box 12046 Maori Hill Dunedin 9043"
"7113",313074,"302 Highgate Dunedin","Glenice White Family Trust 136 Garry River Road RD 3 Rangiora 7473"
"7114",313075,"300 Highgate Dunedin","42 Ross Street Dunedin 9010"
"7115",313076,"3 Strathmore Crescent Dunedin","3 Strathmore Crescent Dunedin 9010"
"7116",313077,"1 Strathmore Crescent Dunedin","PO Box 1131 Dunedin 9054"
"7117",313078,"5 Strathmore Crescent Dunedin","PO Box 5398 Moray Place Dunedin 9058"
"7118",313079,"11 Strathmore Crescent Dunedin","11 Strathmore Crescent Dunedin 9010"
"7119",313080,"7 Strathmore Crescent Dunedin","7 Strathmore Crescent Dunedin 9010"
"7120",313081,"13 Strathmore Crescent Dunedin","13 Strathmore Crescent Dunedin 9010"
"7121",313082,"38 Erin Street Dunedin","38 Erin Street Dunedin 9010"
"7122",313083,"36 Erin Street Dunedin","PO Box 1078 Dunedin 9054"
"7123",313084,"34 Erin Street Dunedin","34 Erin Street Dunedin 9010"
"7124",313085,"30 Erin Street Dunedin","42 Grey Street Dunedin 9010"
"7125",313086,"28 Erin Street Dunedin","Kaleidoscope Trust 22 City Road Dunedin 9010"
"7126",313087,"24 City Road Dunedin","24 City Road Dunedin 9010"
"7127",313088,"26 City Road Dunedin","26 City Road Dunedin 9010"
"7128",313089,"22 Erin Street Dunedin","22 Erin Street Dunedin 9010"
"7129",313090,"20 Erin Street Dunedin","20 Erin Street Dunedin 9010"
"7130",313091,"42 City Road Dunedin","C/O Stephen John Grant PO Box 143 Dunedin 9054"
"7131",313092,"40 City Road Dunedin","40 City Road Dunedin 9010"
"7132",313093,"38 City Road Dunedin","Simpson Family Trust 38 City Road Dunedin 9010"
"7133",313094,"36 City Road Dunedin","36 City Road Dunedin 9010"
"7134",313095,"34 City Road Dunedin","34 City Road Dunedin 9010"
"7135",313096,"32 City Road Dunedin","32 City Road Dunedin 9010"
"7136",313097,"30 City Road Dunedin","PO Box 5370 Moray Place Dunedin 9058"
"7137",313098,"28 City Road Dunedin","28 City Road Dunedin 9010"
"7138",313099,"20 City Road Dunedin","20 City Road Dunedin 9010"
"7139",313100,"18 City Road Dunedin","2 Sheraton Place Redwood Christchurch 8051"
"7140",313101,"16 City Road Dunedin","16 City Road Dunedin 9010"
"7141",313102,"14 City Road Dunedin","14 City Road Dunedin 9010"
"7142",313103,"12 City Road Dunedin","12 City Road Dunedin 9010"
"7143",313104,"10 City Road Dunedin","10 City Road Dunedin 9010"
"7144",313105,"8 City Road Dunedin","8 City Road Dunedin 9010"
"7145",313106,"6 City Road Dunedin","6 City Road Dunedin 9010"
"7146",313107,"4 City Road Dunedin","Xie(H) Family Trust 6 Wavy Knowes Drive Waldronville Dunedin 9018"
"7147",313108,"2 City Road Dunedin","2 City Road Dunedin 9010"
"7148",313109,"55 Sligo Terrace Dunedin","7C Friendship Drive Waldronville Dunedin 9018"
"7149",313110,"57 Sligo Terrace Dunedin","C/O Mr Kevin M Maloney 57 Sligo Terrace Dunedin 9010"
"7150",313111,"59 Sligo Terrace Dunedin","59 Sligo Terrace Dunedin 9010"
"7151",313112,"63A Sligo Terrace Dunedin","63A Sligo Terrace Dunedin 9010"
"7152",313113,"63B Sligo Terrace Dunedin","63B Sligo Terrace Dunedin 9010"
"7153",313115,"64 Sligo Terrace Dunedin","C/O D R Beccard 8 Bagrie Road RD 1 Gore 9771"
"7154",313116,"65 Sligo Terrace Dunedin","65 Sligo Terrace Dunedin 9010"
"7155",313117,"15 City Road Dunedin","Theis Business Trust 26A Charlotte Street Dunedin 9010"
"7156",313118,"17A City Road Dunedin","48 City Road Dunedin 9010"
"7157",313119,"17B City Road Dunedin","434 Highgate Dunedin 9010"
"7158",313120,"19 City Road Dunedin","19 City Road Dunedin 9010"
"7159",313121,"19A City Road Dunedin","19A City Road Dunedin 9010"
"7160",313132,"25 City Road Dunedin",NA
"7161",313133,"25A City Road Dunedin",NA
"7162",313134,"27 City Road Dunedin","56 Glenholm Street Dunedin 9010"
"7163",313135,"272 Highgate Dunedin","PO Box 15 Arrowtown 9351"
"7164",313136,"270 Highgate Dunedin","Donovan Family Trust 270 Highgate Dunedin 9010"
"7165",313137,"268 Highgate Dunedin","268 Highgate Dunedin 9010"
"7166",313138,"264 Highgate Dunedin","264 Highgate Dunedin 9010"
"7167",313139,"7 Charlotte Street Dunedin","7 Charlotte Street Dunedin 9010"
"7168",313140,"9 Charlotte Street Dunedin","9 Charlotte Street Dunedin 9010"
"7169",313141,"30 Charlotte Street Dunedin","30 Charlotte Street Dunedin 9010"
"7170",313142,"28 Charlotte Street Dunedin","Turk Woodbridge Family Trust 43 Stour Street Oamaru 9400"
"7171",313143,"26A Charlotte Street Dunedin","Theis Family Trust 26A Charlotte Street Dunedin 9010"
"7172",313144,"26 Charlotte Street Dunedin","26 Charlotte Street Dunedin 9010"
"7173",313145,"24 Charlotte Street Dunedin","85 Crofton Road Harewood Christchurch 8051"
"7174",313146,"22 Charlotte Street Dunedin","22 Charlotte Street Dunedin 9010"
"7175",313147,"20 Charlotte Street Dunedin","20 Charlotte Street Dunedin 9010"
"7176",313148,"18 Charlotte Street Dunedin","18 Charlotte Street Dunedin 9010"
"7177",313149,"12 Charlotte Street Dunedin","6 Lewis Street RD 2 Port Chalmers 9082"
"7178",313150,"14 Charlotte Street Dunedin","14 Charlotte Street Dunedin 9010"
"7179",313151,"10 Charlotte Street Dunedin","J S Lewis Family Trust 10 Charlotte Street Dunedin 9010"
"7180",313152,"6 Charlotte Street Dunedin","Bishop Family Trust 6 Charlotte Street Dunedin 9010"
"7181",313153,"254 Highgate Dunedin","254 Highgate Dunedin 9010"
"7182",313154,"248 Highgate Dunedin","248 Highgate Dunedin 9010"
"7183",313155,"250 Highgate Dunedin",NA
"7184",313156,"252 Highgate Dunedin","The Almelo Trust 252 Highgate Dunedin 9010"
"7185",313157,"244A Highgate Dunedin","244A Highgate Dunedin 9010"
"7186",313158,"244B Highgate Dunedin","Estate Margaret Enid Turnbull PO Box 1345 Dunedin 9054"
"7187",313159,"3 Sheen Street Dunedin","26 Aramoana Road RD 2 Port Chalmers 9082"
"7188",313160,"5 Sheen Street Dunedin","5 Sheen Street Dunedin 9010"
"7189",313161,"7 Sheen Street Dunedin","Keenan Family Trust 7 Sheen Street Dunedin 9010"
"7190",313162,"9 Sheen Street Dunedin","PO Box 6192 Dunedin North Dunedin 9059"
"7191",313163,"11 Sheen Street Dunedin","D G and S A O&#39;Sullivan Family Trust 11 Sheen Street Dunedin 9010"
"7192",313164,"19A Sheen Street Dunedin","23 Butler Street Dunedin 9010"
"7193",313165,"19B Sheen Street Dunedin","C/O David and Dawn Sangster 834 Ranfurly-Patearoa Road RD 4 Ranfurly 9398"
"7194",313166,"19C Sheen Street Dunedin","8/19 Sheen Street Dunedin 9010"
"7195",313167,"19D Sheen Street Dunedin","Taiaroa Family Trust 834 Ranfurly-Patearoa Road RD 4 Ranfurly 9398"
"7196",313168,"19E Sheen Street Dunedin","10/19 Sheen Street Dunedin 9010"
"7197",313169,"19F Sheen Street Dunedin","86 Every Street Dunedin 9013"
