"","ID","PropertyDetails.PropertyAddress","PropertyDetails.PostalAddressForThisAssessment"
"3516",321540,"2 St David Street Dunedin","250 Portobello Road RD 2 Dunedin 9077"
"3517",321542,"668 George Street Dunedin","668 George Street Dunedin 9016"
"3518",321543,"664 George Street Dunedin","S J and J S Matheson Family Trust 536 Clyde-Alexandra Road RD 1 Alexandra 9391"
"3519",321544,"654 George Street Dunedin","660 George Street Dunedin 9016"
"3520",321546,"646 George Street Dunedin","Ross Family Trust Partnership 29 Drivers Road Dunedin 9010"
"3521",321547,"624 George Street Dunedin","29 Drivers Road Dunedin 9010"
"3522",321548,"624 George Street Dunedin","29 Drivers Road Dunedin 9010"
"3523",321549,"618 George Street Dunedin","PO Box 12048 Maori Hill Dunedin 9043"
"3524",321550,"614 George Street Dunedin","PO Box 12048 Maori Hill Dunedin 9043"
"3525",321551,"464 Great King Street Dunedin","PO Box 56 Dunedin 9054"
"3526",321552,"480 Great King Street Dunedin","29 Drivers Road Dunedin 9010"
"3527",321553,"492 Great King Street Dunedin","Stephen Pulley Family Trust 492 Great King Street Dunedin 9016"
"3528",321554,"500 Great King Street Dunedin","500 Great King Street Dunedin 9016"
"3529",321555,"514 Great King Street Dunedin","PO Box 6174 Dunedin North Dunedin 9059"
"3530",321556,"544 Great King Street Dunedin","S W Christensen Family Trust 421 Highgate Dunedin 9010"
"3531",321557,"35 Union Street Dunedin","86 Easther Crescent Dunedin 9012"
"3532",321558,"33 Union Street Dunedin","PO Box 56 Dunedin 9054"
"3533",321559,"590 George Street Dunedin","590 George Street Dunedin 9016"
"3534",321562,"570 George Street Dunedin","L and P P Lowe Family Trust 46 Pacific Street Dunedin 9010"
"3535",321563,"516 George Street Dunedin","39 Glengyle Street Dunedin 9013"
"3536",321565,"31 Albany Street Dunedin","PO Box 1453 Dunedin 9054"
"3537",321566,"35 Albany Street Dunedin","C/O Otago Real Estate PO Box 6400 Dunedin North Dunedin 9059"
"3538",321567,"366 Great King Street Dunedin","PO Box 5104 Moray Place Dunedin 9058"
"3539",321568,"378 Great King Street Dunedin","PO Box 6060 Dunedin North Dunedin 9059"
"3540",321569,"380 Great King Street Dunedin","7 Ings Avenue Dunedin 9012"
"3541",321570,"384 Great King Street Dunedin","166 Gladstone Road North Mosgiel 9024"
"3542",321572,"456 Great King Street Dunedin","PO Box 56 Dunedin 9054"
"3543",321573,"363 Great King Street Dunedin","PO Box 5045 Moray Place Dunedin 9058"
"3544",321574,"381 Great King Street Dunedin","PO Box 5045 Moray Place Dunedin 9058"
"3545",321575,"361 Great King Street Dunedin","PO Box 5045 Moray Place Dunedin 9058"
"3546",321576,"354 Great King Street Dunedin","C/O Otago Real Estate PO Box 6400 Dunedin North Dunedin 9059"
"3547",321577,"500 George Street Dunedin","PO Box 5156 Moray Place Dunedin 9058"
"3548",321580,"484 George Street Dunedin","PO Box 170 Dunedin 9054"
"3549",321584,"458 George Street Dunedin","60 Easther Crescent Dunedin 9012"
"3550",321585,"454 George Street Dunedin","20 Kalaugher Road RD 21 Geraldine 7991"
"3551",321586,"452 George Street Dunedin","452 George Street Dunedin 9016"
"3552",321590,"446 George Street Dunedin","333 Portobello Road RD 2 Dunedin 9077"
"3553",321591,"446 George Street Dunedin","333 Portobello Road RD 2 Dunedin 9077"
"3554",321592,"442 George Street Dunedin","19 Pacific Street Dunedin 9010"
"3555",321593,"438 George Street Dunedin","4 Bellevue Street Dunedin 9011"
"3556",321594,"434 George Street Dunedin","19 Pacific Street Dunedin 9010"
"3557",321597,"424 George Street Dunedin","53 Sutcliffe Street Dunedin 9012"
"3558",321598,"410 George Street Dunedin","3/22 Salisbury Street Herne Bay Auckland 1011"
"3559",321602,"11 Frederick Street Dunedin","77 Victoria Road Dunedin 9012"
"3560",321605,"310 Great King Street Dunedin","PO Box 56 Dunedin 9054"
"3561",321606,"344 Great King Street Dunedin","PO Box 56 Dunedin 9054"
"3562",321607,"325 Great King Street Dunedin","PO Box 56 Dunedin 9054"
"3563",321608,"309 Great King Street Dunedin","PO Box 56 Dunedin 9054"
"3564",321609,"303 Great King Street Dunedin","9 View Road Alexandra 9320"
"3565",321610,"281 Great King Street Dunedin","PO Box 56 Dunedin 9054"
"3566",321611,"61 Frederick Street Dunedin","C/O Property Services PO Box 56 Dunedin 9054"
"3567",321612,"63 Frederick Street Dunedin","65 Frederick Street Dunedin 9016"
"3568",321613,"71 Frederick Street Dunedin","PO Box 56 Dunedin 9054"
"3569",321614,"9 Emily Siedeberg Place Dunedin","PO Box 56 Dunedin 9054"
"3570",321615,"11 Emily Siedeberg Place Dunedin","PO Box 5045 Moray Place Dunedin 9058"
"3571",321616,"6 Clarendon Street Dunedin","PO Box 5045 Moray Place Dunedin 9058"
"3572",321617,"89 Frederick Street Dunedin","PO Box 5045 Moray Place Dunedin 9058"
"3573",321618,"2 Clarendon Street Dunedin","PO Box 5045 Moray Place Dunedin 9058"
"3574",321619,"10 Ethel McMillan Place Dunedin","PO Box 5964 Moray Place Dunedin 9058"
"3575",321620,"8 Ethel McMillan Place Dunedin","190 Gordon Road Mosgiel 9024"
"3576",321621,"72 Albany Street Dunedin","Williams Paterson Trust PO Box 43 Dunedin 9054"
"3577",321624,"7 Ethel McMillan Place Dunedin","Morgan Family Trust 6B Braeburn Street Dunedin 9013"
"3578",321625,"9 Ethel McMillan Place Dunedin","Lane and Orla Investment Trust 78 Passmore Crescent Dunedin 9010"
"3579",321626,"11 Ethel McMillan Place Dunedin","102 Kenmure Road Dunedin 9011"
"3580",321627,"15 Ethel McMillan Place Dunedin","Lee Property Partnership 7 Ings Avenue Dunedin 9012"
"3581",321628,"17 Ethel McMillan Place Dunedin","28 Rhodes Terrace Dunedin 9010"
"3582",321630,"1 Clarendon Street Dunedin","12 McLellan Place Albert Town Wanaka 9305"
"3583",321631,"97 Frederick Street Dunedin","Bridgman Family Trust 20 Sereno Vista Bellevue Tauranga 3110"
"3584",321632,"99 Frederick Street Dunedin","8 Bowler Avenue Dunedin 9011"
"3585",321633,"107 Frederick Street Dunedin","8 Bowler Avenue Dunedin 9011"
"3586",321634,"20 Ethel Benjamin Place Dunedin","250 Portobello Road RD 2 Dunedin 9077"
"3587",321635,"18 Ethel Benjamin Place Dunedin","250 Portobello Road RD 2 Dunedin 9077"
"3588",321637,"14 Ethel Benjamin Place Dunedin","35 Cannington Road Dunedin 9010"
"3589",321638,"12 Ethel Benjamin Place Dunedin","17 Fairview Terrace Sawyers Bay Port Chalmers 9023"
"3590",321639,"10 Ethel Benjamin Place Dunedin",NA
"3591",321643,"2 Ethel Benjamin Place Dunedin","C/O Peter McCormack PO Box 5110 Moray Place Dunedin 9058"
"3592",321644,"78 Albany Street Dunedin","PO Box 403 Rotorua 3040"
"3593",321645,"5 Ethel Benjamin Place Dunedin","PO Box 1436 Dunedin 9054"
"3594",321647,"9 Ethel Benjamin Place Dunedin",NA
"3595",321648,"11 Ethel Benjamin Place Dunedin","21 Thurso Street Lawrence 9532"
"3596",321651,"19 Ethel Benjamin Place Dunedin","22 Norton Road Otumoetai Tauranga 3110"
"3597",321652,"21 Ethel Benjamin Place Dunedin","8 Balmacewen Road Dunedin 9010"
"3598",321653,"23 Ethel Benjamin Place Dunedin","Lane and Orla Investment Trust 78 Passmore Crescent Dunedin 9010"
"3599",321655,"311 Castle Street Dunedin","PO Box 5038 Moray Place Dunedin 9058"
"3600",321656,"117 Frederick Street Dunedin","396 Portobello Road RD 2 Dunedin 9077"
"3601",321657,"119 Frederick Street Dunedin","3 Lazenby Street McDowall QLD 4053 AUSTRALIA"
"3602",321658,"123 Frederick Street Dunedin","37 District Road Roseneath Port Chalmers 9023"
"3603",321659,"42 Grange Street Dunedin","PO Box 1201 Queenstown 9348"
"3604",321660,"46 Grange Street Dunedin",NA
"3605",321661,"48 Grange Street Dunedin","43 Park Street Dunedin 9016"
"3606",321662,"50 Grange Street Dunedin","102 Kenmure Road Dunedin 9011"
"3607",321663,"52 Grange Street Dunedin","8 Bowler Avenue Dunedin 9011"
"3608",321664,"54 Grange Street Dunedin","39 Cardigan Street Dunedin 9010"
"3609",321665,"58 Grange Street Dunedin","48 Elm Row Dunedin 9016"
"3610",321666,"60 Grange Street Dunedin","PO Box 416 Dunedin 9054"
"3611",321667,"64 Grange Street Dunedin","Mark Rowe Family Trust 3A Imran Terrace Khandallah Wellington 6035"
"3612",321668,"68 Grange Street Dunedin","45 Ann Street Dunedin 9010"
"3613",321669,"72 Grange Street Dunedin","2A Alton Avenue Dunedin 9013"
"3614",321670,"84 Albany Street Dunedin","PO Box 1436 Dunedin 9054"
"3615",321671,"96 Albany Street Dunedin","2A Alton Avenue Dunedin 9013"
"3616",321672,"61 Grange Street Dunedin","92 Dundas Street Dunedin 9016"
"3617",321673,"59 Grange Street Dunedin","102 Doon Street Dunedin 9013"
"3618",321674,"57 Grange Street Dunedin","12 Mitchell Avenue Dunedin 9011"
"3619",321675,"55 Grange Street Dunedin",NA
"3620",321676,"53 Grange Street Dunedin","Aberdeen Trust 36 Kenmure Road Dunedin 9011"
"3621",321677,"51 Grange Street Dunedin","8 Bowler Avenue Dunedin 9011"
"3622",321678,"49 Grange Street Dunedin","PO Box 6040 Dunedin North Dunedin 9059"
"3623",321679,"47 Grange Street Dunedin","48 Elm Row Dunedin 9016"
"3624",321681,"45 Grange Street Dunedin","102 Kenmure Road Dunedin 9011"
"3625",321683,"41 Grange Street Dunedin","Pleace Family Trust 8 Bowler Avenue Dunedin 9011"
"3626",321686,"178 Leith Street Dunedin","Casale Trust 11 Pretoria Avenue Dunedin 9012"
"3627",321687,"182 Leith Street Dunedin","32 Irvine Road RD 2 Dunedin 9077"
"3628",321688,"204 Leith Street Dunedin","C/O One Agency Dunedin PO Box 1238 Dunedin 9054"
"3629",321689,"208 Leith Street Dunedin","C/O G Roydhouse 14 Lynn Street Dunedin 9010"
"3630",321690,"212 Leith Street Dunedin","PO Box 15281 Dinsdale Hamilton 3243"
"3631",321691,"218 Leith Street Dunedin","27B Inniscort Street Cromwell 9310"
"3632",321692,"224 Leith Street Dunedin","36 Kenmure Road Dunedin 9011"
"3633",321693,"230 Leith Street Dunedin","262 Gladstone Road North RD 2 Mosgiel 9092"
"3634",321694,"236 Leith Street Dunedin","262 Gladstone Road North RD 2 Mosgiel 9092"
"3635",321695,"102 Albany Street Dunedin","PO Box 60443 Qatofe 31911 Eastern Province SAUDI ARABIA"
"3636",321696,"100 Albany Street Dunedin","262 Gladstone Road North RD 2 Mosgiel 9092"
"3637",321697,"98 Albany Street Dunedin","3A Imran Terrace Khandallah Wellington 6035"
"3638",321698,"469 George Street Dunedin","C/O Hadley and Robinson Limited PO Box 6068 Dunedin North Dunedin 9059"
"3639",321701,"12 Albany Street Dunedin","C/O C J Hamilton 3/175 Victoria Road Dunedin 9012"
"3640",321702,"8 Albany Street Dunedin","102 Cliffs Road Dunedin 9012"
"3641",321709,"2 Albany Street Dunedin","4355 Roxburgh-Ettrick Road RD 2 Roxburgh 9572"
"3642",321710,"9 Queen Street Dunedin","22 Orokonui Road RD 2 Waitati 9085"
"3643",321711,"7 Queen Street Dunedin","7 Ryjac Lane Northwood Christchurch 8051"
"3644",321714,"15 Pitt Street Dunedin","Knowles Van Turnhout Family Trust 123 Eglinton Road Dunedin 9011"
"3645",321716,"5 Pitt Street Dunedin","8 Drivers Road Dunedin 9010"
"3646",321717,"3 Pitt Street Dunedin","3 Pitt Street Dunedin 9016"
"3647",321718,"509 George Street Dunedin","509 George Street Dunedin 9016"
"3648",321719,"521 George Street Dunedin","PO Box 5895 Moray Place Dunedin 9058"
"3649",321720,"2 - 535 George Street Dunedin","A G and C Paisley Family Trust 13 Copper Beech Avenue Frankton Queenstown 9300"
"3650",321721,"1 - 535 George Street Dunedin","Kitty Guthrie Trust PO Box 6185 Dunedin North Dunedin 9059"
"3651",321722,"535 George Street Dunedin","C/O Counter Delivery Naseby PostCentre Naseby 9354"
"3652",321723,"4 - 535 George Street Dunedin","194/206 Peninsula Road Kawarau Falls Queenstown 9300"
"3653",321724,"535 George Street Dunedin","Creag Dhu Family Trust 8/535 George Street Dunedin 9016"
"3654",321725,"7 - 535 George Street Dunedin","7/535 George Street Dunedin 9016"
"3655",321726,"6 - 535 George Street Dunedin","237 Hawksbury Bush Road RD 2 Waikouaiti 9472"
"3656",321727,"5 - 535 George Street Dunedin","128 Gladstone Road Dunedin 9010"
"3657",321728,"555 George Street Dunedin","PO Box 5673 Moray Place Dunedin 9058"
"3658",321729,"559 George Street Dunedin","5 Waitawa Place Lynmore Rotorua 3010"
"3659",321730,"567 George Street Dunedin","C/O Oakley Gray Architects PO Box 100 Dunedin 9054"
"3660",321731,"571 George Street Dunedin","571 George Street Dunedin 9016"
"3661",321734,"9 Union Street Dunedin","PO Box 8091 Gardens Dunedin 9041"
"3662",321737,"1 Union Street Dunedin","PO Box 2152 South Dunedin Dunedin 9044"
"3663",321738,"35 Queen Street Dunedin","PO Box 2152 South Dunedin Dunedin 9044"
"3664",321739,"31 Queen Street Dunedin","14 Lynn Street Dunedin 9010"
"3665",321742,"21 Queen Street Dunedin","PO Box 56 Dunedin 9054"
"3666",321743,"19A Queen Street Dunedin","10B Glenburn Place Avonhead Christchurch 8042"
"3667",321744,"19 Queen Street Dunedin","PO Box 12048 Maori Hill Dunedin 9043"
"3668",321745,"17 Queen Street Dunedin","Bubble Trust PO Box 8070 Gardens Dunedin 9041"
"3669",321746,"1 Albany Street Dunedin","24 Mannering Street Dunedin 9013"
"3670",321747,"5 Albany Street Dunedin","24 Mannering Street Dunedin 9013"
"3671",321748,"7 Albany Street Dunedin","24 Mannering Street Dunedin 9013"
"3672",321749,"9 Albany Street Dunedin","L C and C K Lattimore Holding Trust 27A Sheen Street Dunedin 9010"
"3673",321750,"11 Albany Street Dunedin","12 Stoneyroyd Gardens Remuera Auckland 1050"
"3674",321751,"603 George Street Dunedin","C/O Valour Properties PO Box 2838 Christchurch 8140"
"3675",321752,"607 George Street Dunedin","C/O J Kinraid 2A Alton Avenue Dunedin 9013"
"3676",321753,"613 George Street Dunedin","PO Box 7029 Mornington Dunedin 9040"
"3677",321755,"619 George Street Dunedin","Sahara Guest House and Motels 619 George Street Dunedin 9016"
"3678",321757,"637 George Street Dunedin","Ung Family Trust 74A Prince Albert Road Dunedin 9012"
"3679",321758,"641 George Street Dunedin","B J Kennedy Family Trust PO Box 12048 Maori Hill Dunedin 9043"
"3680",321759,"647 George Street Dunedin","Schikker Family Trust PO Box 178 Wanaka 9343"
"3681",321760,"653 George Street Dunedin","225 Gladstone Road South RD 2 Mosgiel 9092"
"3682",321761,"657 George Street Dunedin","B J Kennedy Family Trust PO Box 12048 Maori Hill Dunedin 9043"
"3683",321762,"663 George Street Dunedin",NA
"3684",321763,"667 George Street Dunedin",NA
"3685",321765,"685 George Street Dunedin","184 Scott Street Dunedin 9013"
"3686",321766,"11 Park Street Dunedin","654 Peninsula Road Kelvin Heights Queenstown 9300"
"3687",321767,"15 Park Street Dunedin","PO Box 6083 Dunedin North Dunedin 9059"
"3688",321768,"21 Park Street Dunedin","Te Tarata Trust 58 Royal Terrace Dunedin 9016"
"3689",321769,"25 Park Street Dunedin","PO Box 230 Queenstown 9348"
"3690",321770,"63 Queen Street Dunedin","Te Tarata Trust 58 Royal Terrace Dunedin 9016"
"3691",321771,"61 Queen Street Dunedin","C/O Cutlers Property Management 709 Great King Street Dunedin 9016"
"3692",321772,"4 Union Street Dunedin","4/2 Bardsley Gardens North Sydney NSW 2060 AUSTRALIA"
"3693",321773,"6 Union Street Dunedin","225 Gladstone Road South RD 2 Mosgiel 9092"
"3694",321774,"8 Union Street Dunedin","PO Box 5533 Moray Place Dunedin 9058"
"3695",321775,"10 Union Street Dunedin","C/O J Kinraid 2A Alton Avenue Dunedin 9013"
"3696",321776,"2 Regent Road Dunedin","PO Box 5769 Moray Place Dunedin 9058"
"3697",321780,"85 Queen Street Dunedin","PO Box 56 Dunedin 9054"
"3698",321781,"12 Regent Road Dunedin","22 Norton Road Otumoetai Tauranga 3110"
"3699",321782,"83 Queen Street Dunedin","PO Box 56 Dunedin 9054"
"3700",321783,"69 Queen Street Dunedin","PO Box 56 Dunedin 9054"
"3701",321785,"715 George Street Dunedin","7 Monro Street Dunedin 9010"
"3702",321786,"745 George Street Dunedin","745 George Street Dunedin 9016"
"3703",321787,"747 George Street Dunedin","213 Old Brighton Road RD 1 Dunedin 9076"
"3704",321788,"755 George Street Dunedin","755 George Street Dunedin 9016"
"3705",321789,"773 George Street Dunedin","98 Sunnyhill Road Streatham London SW16 2UL UNITED KINGDOM"
"3706",321793,"795 George Street Dunedin","795 George Street Dunedin 9016"
"3707",321794,"11 Dundas Street Dunedin","20 Crosby Street Dunedin 9011"
"3708",321795,"9 Dundas Street Dunedin","79 Cannington Road Dunedin 9010"
"3709",321796,"7 Dundas Street Dunedin","14 Lynn Street Dunedin 9010"
"3710",321797,"5 Dundas Street Dunedin","C/O G Roydhouse 14 Lynn Street Dunedin 9010"
"3711",321798,"3 Dundas Street Dunedin","PO Box 43 Dunedin 9054"
"3712",321799,"99 Queen Street Dunedin","73B Cannington Road Dunedin 9010"
"3713",321800,"97B Queen Street Dunedin","64 Lyall Street Lamington Kalgoorlie WA 6430 AUSTRALIA"
"3714",321801,"97C Queen Street Dunedin","5 Fysh Avenue Middleton Grange NSW 2171 AUSTRALIA"
"3715",321802,"97D Queen Street Dunedin","L Collison Trust 49 Marion Street Macandrew Bay Dunedin 9014"
"3716",321803,"97E Queen Street Dunedin","229 Hindon Road RD 2 Outram 9074"
"3717",321804,"97F Queen Street Dunedin","49 Marion Street Macandrew Bay Dunedin 9014"
"3718",321805,"97G Queen Street Dunedin","64 Lyall Street Lamington Kalgoorlie WA 6430 AUSTRALIA"
"3719",321806,"97H Queen Street Dunedin","93 Salford Street Windsor Invercargill 9810"
"3720",321807,"97I Queen Street Dunedin",NA
"3721",321808,"97J Queen Street Dunedin","10/97 Queen Street Dunedin 9016"
"3722",321809,"97K Queen Street Dunedin","PO BOX 1265 St Kilda VIC 3782 AUSTRALIA"
"3723",321810,"97L Queen Street Dunedin","51 Orrick Crescent Avondale Christchurch 8061"
"3724",321811,"97M Queen Street Dunedin","13/97 Queen Street Dunedin 9016"
"3725",321812,"97N Queen Street Dunedin","11 Okoka Road Omiha Waiheke Island 1081"
"3726",321813,"97A Queen Street Dunedin","12 Cornhill Street Dunedin 9010"
"3727",321814,"93A Queen Street Dunedin","C/O Counter Delivery Omakau PostShop Omakau 9352"
"3728",321815,"93B Queen Street Dunedin",NA
"3729",321816,"93C Queen Street Dunedin","64 Lyall Street Lamington Kalgoorlie WA 6430 AUSTRALIA"
"3730",321817,"93D Queen Street Dunedin","64 Lyall Street Lamington Kalgoorlie WA 6430 AUSTRALIA"
"3731",321818,"93E Queen Street Dunedin","9 Harley Road Takapuna Auckland 0622"
"3732",321819,"93F Queen Street Dunedin","37 Church Street Mosgiel 9024"
"3733",321820,"93G Queen Street Dunedin","J H and X Q Chen Family Trust 128 Wilton Street Rosedale Invercargill 9810"
"3734",321821,"93H Queen Street Dunedin","PO Box 33 Port Chalmers 9050"
"3735",321822,"93I Queen Street Dunedin",NA
"3736",321823,"93J Queen Street Dunedin","10/93 Queen Street Dunedin 9016"
"3737",321824,"93K Queen Street Dunedin","Jennifer Chou Family Trust 203 Larnach Road Dunedin 9013"
"3738",321825,"93L Queen Street Dunedin","407 North Road Dunedin 9010"
"3739",321826,"93M Queen Street Dunedin","9 Harley Road Takapuna Auckland 0622"
"3740",321827,"93N Queen Street Dunedin","49 Marion Street Macandrew Bay Dunedin 9014"
"3741",321828,"93O Queen Street Dunedin","49 Marion Street Macandrew Bay Dunedin 9014"
"3742",321829,"93P Queen Street Dunedin","49 Marion Street Macandrew Bay Dunedin 9014"
"3743",321830,"93Q Queen Street Dunedin","49 Marion Street Macandrew Bay Dunedin 9014"
"3744",321831,"7 Regent Road Dunedin","9 Henry Street Careys Bay Port Chalmers 9023"
"3745",321832,"2 Elder Street Dunedin","PO Box 99 Mosgiel 9053"
"3746",321833,"18 Pitt Street Dunedin","41 Allum Street Kohimarama Auckland 1071"
"3747",321834,"18B Pitt Street Dunedin","52 Connell Street Dunedin 9013"
"3748",321835,"20 Pitt Street Dunedin","Goodwin Neilson Family Trust 22 Pitt Street Dunedin 9016"
"3749",321836,"22 Pitt Street Dunedin","Goodwin Neilson Family Trust 22 Pitt Street Dunedin 9016"
"3750",321837,"24 Pitt Street Dunedin","3 Landreth Street Portobello Dunedin 9014"
"3751",321838,"26 Pitt Street Dunedin","4 Poole Street Cootamundra NSW 2590 AUSTRALIA"
"3752",321839,"35 Heriot Row Dunedin","Knowles Van Turnhout Family Trust 123 Eglinton Road Dunedin 9011"
"3753",321840,"33 Heriot Row Dunedin","33 Heriot Row Dunedin 9016"
"3754",321841,"31 Heriot Row Dunedin","C/O Sorted Property Management PO Box 89 Dunedin 9054"
"3755",321842,"20 Elder Street Dunedin","20 Elder Street Dunedin 9016"
"3756",321843,"16 Elder Street Dunedin","267 King Edward Street Dunedin 9012"
"3757",321844,"12 Elder Street Dunedin","55/73 River Street Richmond VIC 3121 AUSTRALIA"
"3758",321845,"10 Elder Street Dunedin","197 Karori Road Karori Wellington 6012"
"3759",321846,"8 Elder Street Dunedin","8 Elder Street Dunedin 9016"
"3760",321847,"6 Elder Street Dunedin","C B Gilkison Family Trust 2 Record Street New Plymouth 4312"
"3761",321848,"23 Pitt Street Dunedin","23 Pitt Street Dunedin 9016"
"3762",321849,"8 Queen Street Dunedin","C B Gilkison Family Trust 2 Record Street New Plymouth 4312"
"3763",321850,"40 Queen Street Dunedin","PO Box 56 Dunedin 9054"
"3764",321851,"42 Queen Street Dunedin","PO Box 56 Dunedin 9054"
"3765",321852,"44 Queen Street Dunedin","PO Box 56 Dunedin 9054"
"3766",321854,"46A Queen Street Dunedin","N and L Johnston Family Trust PO Box 5443 Moray Place Dunedin 9058"
"3767",321855,"46B Queen Street Dunedin","A A and N S Khan Family Trust 43 Moana Street Invercargill 9810"
"3768",321856,"46C Queen Street Dunedin","Jalan Intan 31650 Ipoh Perak MALAYSIA"
"3769",321857,"46D Queen Street Dunedin","31 Steep Hill Road RD 1 Waikouaiti 9471"
"3770",321858,"46E Queen Street Dunedin","10B Glenburn Place Avonhead Christchurch 8042"
"3771",321859,"46F Queen Street Dunedin","PO Box 10 Waikouaiti 9541"
"3772",321861,"50 Queen Street Dunedin","C/O Otago Real Estate PO Box 6400 Dunedin North Dunedin 9059"
"3773",321862,"52 Queen Street Dunedin","15 Harcourt Street Dunedin 9011"
"3774",321863,"54 Queen Street Dunedin",NA
"3775",321864,"56 Queen Street Dunedin","Burdon McCoy Family Trust 1 McEldowney Road Titirangi Auckland 0604"
"3776",321865,"58 Queen Street Dunedin","#05-634 Block 626 Bukit Batok Central SINGAPORE 650626"
"3777",321866,"33 Park Street Dunedin","51 Downing Street Crofton Downs Wellington 6035"
"3778",321868,"43 Park Street Dunedin","43 Park Street Dunedin 9016"
"3779",321870,"53 Park Street Dunedin","PO Box 56 Dunedin 9054"
"3780",321871,"71 Heriot Row Dunedin","PO Box 56 Dunedin 9054"
"3781",321872,"69 Heriot Row Dunedin","PO Box 56 Dunedin 9054"
"3782",321873,"57 Heriot Row Dunedin","PO Box 56 Dunedin 9054"
"3783",321874,"57 Heriot Row Dunedin","PO Box 56 Dunedin 9054"
"3784",321875,"55 Heriot Row Dunedin",NA
"3785",321878,"49 Heriot Row Dunedin",NA
"3786",321879,"33 Pitt Street Dunedin","17 Shennan Road RD 3 Alexandra 9393"
"3787",321881,"12 Queen Street Dunedin","C C and M Robertson Dwelling Trust 12 Queen Street Dunedin 9016"
"3788",321882,"10 Queen Street Dunedin","C/O Graham Gilkison 2 Record Street New Plymouth 4312"
"3789",321883,"6 Queen Street Dunedin","C B Gilkison Family Trust 2 Record Street New Plymouth 4312"
"3790",321884,"27 Pitt Street Dunedin","PO Box 5530 Moray Place Dunedin 9058"
"3791",321885,"69 Royal Terrace Dunedin","19 Claremont Street Dunedin 9010"
"3792",321886,"54 Heriot Row Dunedin","C/O Graham Gilkison 2 Record Street New Plymouth 4312"
"3793",321887,"61 Royal Terrace Dunedin","61 Royal Terrace Dunedin 9016"
"3794",321888,"59 Royal Terrace Dunedin","59 Royal Terrace Dunedin 9016"
"3795",321889,"57 Royal Terrace Dunedin","267 King Edward Street Dunedin 9012"
"3796",321890,"55 Royal Terrace Dunedin",NA
"3797",321891,"53 Royal Terrace Dunedin","267 King Edward Street Dunedin 9012"
"3798",321892,"51 Royal Terrace Dunedin",NA
"3799",321893,"49 Royal Terrace Dunedin","49 Royal Terrace Dunedin 9016"
"3800",321894,"47 Royal Terrace Dunedin",NA
"3801",321895,"39 Royal Terrace Dunedin","C/O Dr V G Smith 26A Knowles Crescent Ranfurly 9332"
"3802",321896,"37 Royal Terrace Dunedin","37 Royal Terrace Dunedin 9016"
"3803",321897,"9 Cobden Street Dunedin","17 Paerau Road RD 4 Ranfurly 9398"
"3804",321898,"7 Cobden Street Dunedin","Cascade Family Wu Trust 26 Moodie Street Dunedin 9013"
"3805",321899,"5 Cobden Street Dunedin","659 Peninsula Road Kelvin Heights Queenstown 9300"
"3806",321900,"3 Cobden Street Dunedin","PO Box 5939 Moray Place Dunedin 9058"
"3807",321901,"1 Cobden Street Dunedin","Salmond-Chang Family Trust 1 Cobden Street Dunedin 9016"
"3808",321902,"24 Heriot Row Dunedin","108 Cannington Road Dunedin 9010"
"3809",321903,"26 Heriot Row Dunedin","PO Box 5939 Moray Place Dunedin 9058"
"3810",321906,"36A Heriot Row Dunedin","Mekhail Family Trust 8 Spylaw Street Dunedin 9010"
"3811",321907,"38 Heriot Row Dunedin","34 Fennell Crescent Silverdale 0932"
"3812",321908,"40 Heriot Row Dunedin","40 Heriot Row Dunedin 9016"
"3813",321909,"42 Heriot Row Dunedin","Aberdeen Trust 85 Tirohanga Road RD 2 Mosgiel 9092"
"3814",321910,"44 Heriot Row Dunedin","15 Henley Road Mount Eden Auckland 1024"
"3815",321911,"46 Heriot Row Dunedin","29 Queen Street Brighton Dunedin 9035"
"3816",321912,"50 Heriot Row Dunedin","87 Melville Street Dunedin 9016"
"3817",321913,"48 Heriot Row Dunedin","654 Peninsula Road Kelvin Heights Queenstown 9300"
"3818",321914,"52 Heriot Row Dunedin","33 Beaumont Road Dunedin 9011"
"3819",321915,"42 Royal Terrace Dunedin","PO Box 5045 Moray Place Dunedin 9058"
"3820",321916,"46 Royal Terrace Dunedin","46 Royal Terrace Dunedin 9016"
"3821",321917,"19 Duchess Avenue Dunedin","149 Dacre Morton Mains Road RD 3 Wyndham 9893"
"3822",321918,"17 Duchess Avenue Dunedin","197 Karori Road Karori Wellington 6012"
"3823",321919,"52A Royal Terrace Dunedin","52A Royal Terrace Dunedin 9016"
"3824",321920,"52B Royal Terrace Dunedin","52B Royal Terrace Dunedin 9016"
"3825",321921,"52C Royal Terrace Dunedin",NA
"3826",321922,"15 Duchess Avenue Dunedin","15 Duchess Avenue Dunedin 9016"
"3827",321923,"11A Duchess Avenue Dunedin","37A Balmacewen Road Dunedin 9010"
"3828",321924,"11 Duchess Avenue Dunedin","29 Harcourt Street Dunedin 9011"
"3829",321925,"54 Royal Terrace Dunedin","54 Royal Terrace Dunedin 9016"
"3830",321926,"56 Royal Terrace Dunedin","56 Royal Terrace Dunedin 9016"
"3831",321927,"56A Royal Terrace Dunedin","56A Royal Terrace Dunedin 9016"
"3832",321928,"58 Royal Terrace Dunedin","1/58 Royal Terrace Dunedin 9016"
"3833",321929,"60 Royal Terrace Dunedin","1/60 Royal Terrace Dunedin 9016"
"3834",321930,"5 Duchess Avenue Dunedin",NA
